SWV ITM Data Console - ITM Port: 0
143 ; 0.000464 
144 ; 0.000396 
145 ; -0.000392 
146 ; 0.000030 
147 ; 0.000391 
148 ; 0.000334 
149 ; 0.000286 
150 ; 0.000244 
151 ; -0.000522 
152 ; 0.003390 
153 ; 0.004360 
154 ; 0.003726 
155 ; 0.003184 
156 ; 0.002721 
157 ; 0.002325 
158 ; 0.001987 
159 ; 0.001698 
160 ; 0.001451 
161 ; 0.001240 
162 ; 0.001060 
163 ; 0.000906 
164 ; 0.000774 
165 ; 0.000662 
166 ; 0.000565 
167 ; 0.000483 
168 ; 0.000413 
169 ; 0.000353 
170 ; 0.000302 
171 ; 0.000258 
172 ; 0.000220 
173 ; 0.000188 
174 ; 0.000161 
175 ; 0.000137 
176 ; 0.000117 
177 ; 0.000100 
178 ; 0.000086 
179 ; 0.000073 
180 ; 0.000063 
181 ; 0.000054 
182 ; 0.000046 
183 ; 0.000039 
184 ; 0.000033 
185 ; 0.000029 
186 ; 0.000024 
187 ; 0.000021 
188 ; 0.000018 
189 ; 0.000015 
190 ; 0.000013 
191 ; 0.000011 
192 ; 0.000010 
193 ; 0.000008 
194 ; 0.000007 
195 ; 0.000006 
196 ; 0.000005 
197 ; 0.000004 
198 ; 0.000004 
199 ; 0.000003 
200 ; 0.000003 
201 ; 0.000002 
202 ; 0.000002 
203 ; 0.000002 
204 ; 0.000001 
205 ; 0.000001 
206 ; 0.000001 
207 ; 0.000001 
208 ; 0.000001 
209 ; 0.000001 
210 ; 0.000001 
211 ; 0.000000 
212 ; 0.000000 
213 ; 0.000000 
214 ; 0.000000 
215 ; 0.000000 
216 ; 0.000000 
217 ; 0.000000 
218 ; 0.000000 
219 ; 0.000000 
220 ; 0.000000 
221 ; 0.000000 
222 ; 0.000000 
223 ; 0.000000 
224 ; 0.000000 
225 ; 0.000000 
226 ; 0.000000 
227 ; 0.000000 
228 ; 0.000000 
229 ; 0.000000 
230 ; 0.000000 
231 ; 0.000000 
232 ; 0.000000 
233 ; 0.000000 
234 ; 0.000000 
235 ; 0.000000 
236 ; 0.000000 
237 ; 0.000000 
238 ; 0.000000 
239 ; 0.000000 
240 ; 0.000000 
241 ; 0.000000 
242 ; 0.000000 
243 ; 0.000000 
244 ; 0.000000 
245 ; 0.000000 
246 ; 0.000000 
247 ; 0.000000 
248 ; 0.000000 
249 ; 0.000000 
250 ; 0.000000 
251 ; 0.000000 
252 ; 0.000000 
253 ; 0.000000 
254 ; 0.000000 
255 ; 0.000000 
256 ; 0.000000 
257 ; 0.000000 
258 ; 0.000000 
259 ; 0.000000 
260 ; 0.000000 
261 ; 0.000000 
262 ; 0.000000 
263 ; 0.000000 
264 ; 0.000000 
265 ; 0.000000 
266 ; 0.000000 
267 ; 0.000000 
268 ; 0.000000 
269 ; 0.000000 
270 ; 0.000000 
271 ; 0.000000 
272 ; 0.000000 
273 ; 0.000000 
274 ; 0.000000 
275 ; 0.000000 
276 ; 0.000000 
277 ; 0.000000 
278 ; 0.000000 
279 ; 0.000000 
280 ; 0.000000 
281 ; 0.000000 
282 ; 0.000000 
283 ; 0.000000 
284 ; 0.000000 
285 ; 0.000000 
286 ; 0.000000 
287 ; 0.000000 
288 ; 0.000000 
289 ; 0.000000 
290 ; 0.000000 
291 ; 0.000000 
292 ; 0.000000 
293 ; 0.000000 
294 ; 0.000000 
295 ; 0.000000 
296 ; 0.000000 
297 ; 0.000000 
298 ; 0.000000 
299 ; 0.000000 
300 ; 0.000000 
301 ; 0.000000 
302 ; 0.000000 
303 ; 0.000000 
304 ; 0.000000 
305 ; 0.000000 
306 ; 0.000000 
307 ; 0.000000 
308 ; 0.000000 
309 ; 0.000000 
310 ; 0.000000 
311 ; 0.000000 
312 ; 0.000000 
313 ; 0.000000 
314 ; 0.000000 
315 ; 0.000000 
316 ; 0.000000 
317 ; 0.000000 
318 ; 0.000000 
319 ; 0.000000 
320 ; 0.000000 
321 ; 0.000000 
322 ; 0.000000 
323 ; 0.000000 
324 ; 0.000000 
325 ; 0.000000 
326 ; 0.000000 
327 ; 0.000000 
328 ; 0.000000 
329 ; 0.000000 
330 ; 0.000000 
331 ; 0.000000 
332 ; 0.000000 
333 ; 0.000000 
334 ; 0.000000 
335 ; 0.000000 
336 ; 0.000000 
337 ; 0.000000 
338 ; 0.000000 
339 ; 0.000000 
340 ; 0.000000 
341 ; 0.000000 
342 ; 0.000000 
343 ; 0.000000 
344 ; 0.000000 
345 ; 0.000000 
346 ; 0.000000 
347 ; 0.000000 
348 ; 0.000000 
349 ; 0.000000 
350 ; 0.000000 
351 ; 0.000000 
352 ; 0.000000 
353 ; 0.000000 
354 ; 0.000000 
355 ; 0.000000 
356 ; 0.000000 
357 ; 0.000000 
358 ; 0.000000 
359 ; 0.000000 
360 ; 0.000000 
361 ; 0.000000 
362 ; 0.000000 
363 ; 0.000000 
364 ; 0.000000 
365 ; 0.000000 
366 ; 0.000000 
367 ; 0.000000 
368 ; 0.000000 
369 ; 0.000000 
370 ; 0.000000 
371 ; 0.000000 
372 ; 0.000000 
373 ; 0.000000 
374 ; 0.000000 
375 ; 0.000000 
376 ; 0.000000 
377 ; 0.000000 
378 ; 0.000000 
379 ; 0.000000 
380 ; 0.000000 
381 ; 0.000000 
382 ; 0.000000 
383 ; 0.000000 
384 ; 0.000000 
385 ; 0.000000 
386 ; 0.000000 
387 ; 0.000000 
388 ; 0.000000 
389 ; 0.000000 
390 ; 0.000000 
391 ; 0.000000 
392 ; 0.000000 
393 ; 0.000000 
394 ; 0.000000 
395 ; 0.000000 
396 ; 0.000000 
397 ; 0.000000 
398 ; 0.000000 
399 ; 0.000000 
400 ; 0.000000 
401 ; 0.000000 
402 ; 0.000000 
403 ; 0.000000 
404 ; 0.000000 
405 ; 0.000000 
